text,label,clean_text,processed_text,label_encoded
"[questions and issues WRT congress raised and discussed}

Dennis Replies;
...

Dennis, why must you always see things in black and white terms? :-)

-Tommy Mac
-------------------------------------------------------------------------
Tom McWilliams 517-355-2178 wk   \\ As the radius of vision increases,
18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows.",1,"questions and issues wrt congress raised and discussed

dennis replies


dennis why must you always see things in black and white terms 

tommy mac

tom mcwilliams  wk    as the radius of vision increases
tmibmclmsuedu  hm  the circumference of mystery grows",question issue wrt congress raised discussed dennis reply dennis must always see thing black white term tommy mac tom mcwilliams wk radius vision increase tmibmclmsuedu hm circumference mystery grows,1
"It is usually possible to reach people at IKI (Institute for Space
Research) in Moscow by writing to

	IKIMAIL@esoc1.bitnet

This is a machine at ESA in Darmstadt, Germany; IKI has a dedicated
phone line to this machine and someone there logs in regularly to
retrieve mail.

In addition, there are several user accounts belonging to Russian
scientific institutions on

	<user>@sovam.com

which is a commercial enterprise based in San Francisco that provides
email services to the former USSR.  For example, fian@sovam.com is the
""PHysics Institute of the Academy of Sciences"" (initials transliterated
from Russian, of course).  These connections cost the Russians real
dollars, even for *received* messages, so please don't send anything
voluminous or frivilous.

=====================================================================
Larry R. D'Addario
National Radio Astronomy Observatory",1,"it is usually possible to reach people at iki institute for space
research in moscow by writing to

	ikimailesocbitnet

this is a machine at esa in darmstadt germany iki has a dedicated
phone line to this machine and someone there logs in regularly to
retrieve mail

in addition there are several user accounts belonging to russian
scientific institutions on

	usersovamcom

which is a commercial enterprise based in san francisco that provides
email services to the former ussr  for example fiansovamcom is the
physics institute of the academy of sciences initials transliterated
from russian of course  these connections cost the russians real
dollars even for received messages so please dont send anything
voluminous or frivilous


larry r daddario
national radio astronomy observatory",usually possible reach people iki institute space research moscow writing ikimailesocbitnet machine esa darmstadt germany iki dedicated phone line machine someone log regularly retrieve mail addition several user account belonging russian scientific institution usersovamcom commercial enterprise based san francisco provides email service former ussr example fiansovamcom physic institute academy science initial transliterated russian course connection cost russian real dollar even received message please dont send anything voluminous frivilous larry r daddario national radio astronomy observatory,1
"Just a little something I found while reading the Village Voice, which
is not noted for its sports coverage, but occasionally the print some
interesting features.  This year, the predictions/team analyses for
the 1993 season were presented in the form of Bob Dylan lyrics.  I
don't have the article in front of me, so I'll only give the memorable
ones here that I remember and know the melody to.  I could dig up more
if there is interest.

Yankess (to the tune of ""Subterranean Homesick Blues"")

Howe is in the basement, mixing up the medicine.
George is on the pavement thinking 'bout the government.
Wade Boggs in a trench coat, bat out, paid off,
Says he's got a bad back, wants to get it laid off.
Look out kids, it's somethin' you did.
Don't know when, but it's Columbus again.

Mets (to the tune of ""Like a Rolling Stone"")

Once upon a time you played so fine
you threw away Dykstra before his prime, didn't you?
People said ""Beware Cone, he's bound to roam""
But you thought they were just kidding you.
You used to laugh about, 
The Strawberry that was headin' out.
But now you don't talk so loud,
Now you don't seem so proud,
About having to shop Vince Coleman for your next deal....

Phillies (to the tune of ""Highway 61"")

Well Daulton and Dykstra should have some fun,
Just keep them off of Highway 61!

Giants (to the tune of ""The Ballad of Rubin 'Hurricane' Carter"")

This is the story of the Magowan,
The man St. Petersburg came to pan,
For something that he never done,
He sits in the owner's box but one...
Day he could have been the Tampian of the world!

_______________________________________________________________________________
Bill Moakler		 |	LPO 10280        |	!RUTGERS ANIME!
moakler@remus.rutgers.edu|      PO BOX 5064      |  !ATLANTIC ANIME ALLIANCE!
(908)-932-3465     	 |New Brunswick, NJ 08903|      !CHIBI-CON '93!",0,"just a little something i found while reading the village voice which
is not noted for its sports coverage but occasionally the print some
interesting features  this year the predictionsteam analyses for
the  season were presented in the form of bob dylan lyrics  i
dont have the article in front of me so ill only give the memorable
ones here that i remember and know the melody to  i could dig up more
if there is interest

yankess to the tune of subterranean homesick blues

howe is in the basement mixing up the medicine
george is on the pavement thinking bout the government
wade boggs in a trench coat bat out paid off
says hes got a bad back wants to get it laid off
look out kids its somethin you did
dont know when but its columbus again

mets to the tune of like a rolling stone

once upon a time you played so fine
you threw away dykstra before his prime didnt you
people said beware cone hes bound to roam
but you thought they were just kidding you
you used to laugh about 
the strawberry that was headin out
but now you dont talk so loud
now you dont seem so proud
about having to shop vince coleman for your next deal

phillies to the tune of highway 

well daulton and dykstra should have some fun
just keep them off of highway 

giants to the tune of the ballad of rubin hurricane carter

this is the story of the magowan
the man st petersburg came to pan
for something that he never done
he sits in the owners box but one
day he could have been the tampian of the world


bill moakler		 	lpo         	rutgers anime
moaklerremusrutgersedu      po box         atlantic anime alliance
     	 new brunswick nj       chibicon ",little something found reading village voice noted sport coverage occasionally print interesting feature year predictionsteam analysis season presented form bob dylan lyric dont article front ill give memorable one remember know melody could dig interest yankess tune subterranean homesick blue howe basement mixing medicine george pavement thinking bout government wade boggs trench coat bat paid say he got bad back want get laid look kid somethin dont know columbus mets tune like rolling stone upon time played fine threw away dykstra prime didnt people said beware cone he bound roam thought kidding used laugh strawberry headin dont talk loud dont seem proud shop vince coleman next deal phillies tune highway well daulton dykstra fun keep highway giant tune ballad rubin hurricane carter story magowan man st petersburg came pan something never done sits owner box one day could tampian world bill moakler lpo rutgers anime moaklerremusrutgersedu po box atlantic anime alliance new brunswick nj chibicon,0
"
Yeah, but what's your point?  You still need the offense to score more runs
than you allow, too.  

The Braves do have a fine pitching staff.  But that's still only half the
game.  ",0,"
yeah but whats your point  you still need the offense to score more runs
than you allow too  

the braves do have a fine pitching staff  but thats still only half the
game  ",yeah whats point still need offense score run allow brave fine pitching staff thats still half game,0
"
     What  evidence  indicates that Gamma Ray bursters are very far away?

Their distribution is very isotropic and the intensity distribution,
crudely speaking, indicates we're seeing an edge to the distribution.

   Given the enormous  power,  i was just wondering,  what if they are
   quantum  black holes or something  like that  fairly close by?

   Why would they have to be at  galactic ranges?   

Now, in the good old days before GRO data, it was thought the
gamma bursters were neutron stars in the galaxy, it was expected that
GRO would confirm this by either showing they were a local population
(within a few hundred light years) or that they were in the galactic
halo. (Mechanism was not known but several plausible ones existed)
(also to be fair it was noted that the _brightest_ burster was
probably in the LMC, suggesting theorists might be wrong back then...)
	As the Sun is not at the center of the galaxy a halo
population should show anisotropy (a local disk population is
ruled out completely at this stage) - to avoid the anisotropy you
have to push the halo out, the energy then gets large, the mechanism
of getting NS out that far becomes questionable, and we should start
to see for example the Andromeda's bursters.
	The data is consistent with either a Oort cloud distribution
(but only just) - but no one can think of a plausible source with
the right spectrum. Or, it can be a cosmological distances (hence
isotropy) and the edge is ""the edge of the Universe"" ;-)
If at cosmological distances you need very high energy (to detect)
and a very compact source (for spectrum), ergo a neutron star
colliding with another neutron star or black hole. Even then getting
the spectrum is very hard, but conceivable.

	If we know anything about physics at that level,
the bursters are not due to quantum black holes or cosmic
strings, wrong spectrum for one thing.

The situation is further complicated by recent claims that
there are two classes of sources ;-)  [in the colliding NS
they'd actually probably fit relatively easily into the
NS-NS and NS-BH collision scenarios respectively]

   my own pet theory is that it's  Flying saucers  entering
   hyperspace :-)

   but the reason i am asking is that most everyone assumes  that they
   are  colliding nuetron stars  or  spinning black holes,  i just wondered
   if any mechanism could exist  and place them  closer in.

If you can think of one, remember to invite me to Stockholm...",1,"
     what  evidence  indicates that gamma ray bursters are very far away

their distribution is very isotropic and the intensity distribution
crudely speaking indicates were seeing an edge to the distribution

   given the enormous  power  i was just wondering  what if they are
   quantum  black holes or something  like that  fairly close by

   why would they have to be at  galactic ranges   

now in the good old days before gro data it was thought the
gamma bursters were neutron stars in the galaxy it was expected that
gro would confirm this by either showing they were a local population
within a few hundred light years or that they were in the galactic
halo mechanism was not known but several plausible ones existed
also to be fair it was noted that the brightest burster was
probably in the lmc suggesting theorists might be wrong back then
	as the sun is not at the center of the galaxy a halo
population should show anisotropy a local disk population is
ruled out completely at this stage  to avoid the anisotropy you
have to push the halo out the energy then gets large the mechanism
of getting ns out that far becomes questionable and we should start
to see for example the andromedas bursters
	the data is consistent with either a oort cloud distribution
but only just  but no one can think of a plausible source with
the right spectrum or it can be a cosmological distances hence
isotropy and the edge is the edge of the universe 
if at cosmological distances you need very high energy to detect
and a very compact source for spectrum ergo a neutron star
colliding with another neutron star or black hole even then getting
the spectrum is very hard but conceivable

	if we know anything about physics at that level
the bursters are not due to quantum black holes or cosmic
strings wrong spectrum for one thing

the situation is further complicated by recent claims that
there are two classes of sources   in the colliding ns
theyd actually probably fit relatively easily into the
nsns and nsbh collision scenarios respectively

   my own pet theory is that its  flying saucers  entering
   hyperspace 

   but the reason i am asking is that most everyone assumes  that they
   are  colliding nuetron stars  or  spinning black holes  i just wondered
   if any mechanism could exist  and place them  closer in

if you can think of one remember to invite me to stockholm",evidence indicates gamma ray burster far away distribution isotropic intensity distribution crudely speaking indicates seeing edge distribution given enormous power wondering quantum black hole something like fairly close would galactic range good old day gro data thought gamma burster neutron star galaxy expected gro would confirm either showing local population within hundred light year galactic halo mechanism known several plausible one existed also fair noted brightest burster probably lmc suggesting theorist might wrong back sun center galaxy halo population show anisotropy local disk population ruled completely stage avoid anisotropy push halo energy get large mechanism getting n far becomes questionable start see example andromeda burster data consistent either oort cloud distribution one think plausible source right spectrum cosmological distance hence isotropy edge edge universe cosmological distance need high energy detect compact source spectrum ergo neutron star colliding another neutron star black hole even getting spectrum hard conceivable know anything physic level burster due quantum black hole cosmic string wrong spectrum one thing situation complicated recent claim two class source colliding n theyd actually probably fit relatively easily nsns nsbh collision scenario respectively pet theory flying saucer entering hyperspace reason asking everyone assumes colliding nuetron star spinning black hole wondered mechanism could exist place closer think one remember invite stockholm,1
"

This is ok in my opinion as long as the stuff *returns to earth*.


If this turns out to be true, it's time to get seriously active in
terrorism. This is unbelievable! Who do those people think they are,
selling every bit that promises to make money? I guess we really
deserve being wiped out by uv radiation, folks. ""Stupidity wins"". I
guess that's true, and if only by pure numbers.

	Another depressed planetary citizen,
	hoover


",1,"

this is ok in my opinion as long as the stuff returns to earth


if this turns out to be true its time to get seriously active in
terrorism this is unbelievable who do those people think they are
selling every bit that promises to make money i guess we really
deserve being wiped out by uv radiation folks stupidity wins i
guess thats true and if only by pure numbers

	another depressed planetary citizen
	hoover


",ok opinion long stuff return earth turn true time get seriously active terrorism unbelievable people think selling every bit promise make money guess really deserve wiped uv radiation folk stupidity win guess thats true pure number another depressed planetary citizen hoover,1
"What is the deal with life on Mars?  I save the ""face"" and heard 
associated theories. (which sound thin to me)

Are we going back to Mars to look at this face agian?
Does anyone buy all the life theories?
",1,"what is the deal with life on mars  i save the face and heard 
associated theories which sound thin to me

are we going back to mars to look at this face agian
does anyone buy all the life theories
",deal life mar save face heard associated theory sound thin going back mar look face agian anyone buy life theory,1
"Did anyone notice the words ""NOT FOR BASEBALL"" printed on the picture
of Joe Robbie Stadium in the Opening Day season preview section in USA
Today? Any reason given for this?

Also, I just noticed something looking at the Nolan Ryan timeline in
the preview. On 8/22/89, Rickey Henderson became Nolan's 5000th strikeout.
On 6/11/90 he pitched his 6th no-hitter against Oakland. I believe the
last out in the game was made by Rickey Henderson. And on 5/1/91, Nolan
pitched his 7th no-hitter on the same day a certain someone stole his
939th base, which overshadowed it. It seems that Nolan is having a lot of
publicity at Rickey's expense. IMO, Rickey deserves it, and it seems as
most of the net agrees with me from what I've seen on it lately. They are
both great players, but IMO, Nolan has outclassed Rickey, both in playing
and more importantly, in attitude. Just my thoughts.",0,"did anyone notice the words not for baseball printed on the picture
of joe robbie stadium in the opening day season preview section in usa
today any reason given for this

also i just noticed something looking at the nolan ryan timeline in
the preview on  rickey henderson became nolans th strikeout
on  he pitched his th nohitter against oakland i believe the
last out in the game was made by rickey henderson and on  nolan
pitched his th nohitter on the same day a certain someone stole his
th base which overshadowed it it seems that nolan is having a lot of
publicity at rickeys expense imo rickey deserves it and it seems as
most of the net agrees with me from what ive seen on it lately they are
both great players but imo nolan has outclassed rickey both in playing
and more importantly in attitude just my thoughts",anyone notice word baseball printed picture joe robbie stadium opening day season preview section usa today reason given also noticed something looking nolan ryan timeline preview rickey henderson became nolans th strikeout pitched th nohitter oakland believe last game made rickey henderson nolan pitched th nohitter day certain someone stole th base overshadowed seems nolan lot publicity rickey expense imo rickey deserves seems net agrees ive seen lately great player imo nolan outclassed rickey playing importantly attitude thought,0
"

Actually, for the Padres this year so far it's 23%.  They are 5th in
the league in HRs, and ALL have been solo shots.

Pythagorean projection puts them at .360 winning percentage
or 58-104.  Need some pitching help, fast!

Good news, though, is that Hurst has been throwing curveballs
w/o any pain.  Threw 80 pitches yesterday.  Should be back
in a couple of weeks.  Maybe we can trade him to the Yankees
for Militello.

Dave",0,"

actually for the padres this year so far its   they are th in
the league in hrs and all have been solo shots

pythagorean projection puts them at  winning percentage
or   need some pitching help fast

good news though is that hurst has been throwing curveballs
wo any pain  threw  pitches yesterday  should be back
in a couple of weeks  maybe we can trade him to the yankees
for militello

dave",actually padre year far th league hr solo shot pythagorean projection put winning percentage need pitching help fast good news though hurst throwing curveballs wo pain threw pitch yesterday back couple week maybe trade yankee militello dave,0
"Archive-name: space/schedule
Last-modified: $Date: 93/04/01 14:39:23 $

SPACE SHUTTLE ANSWERS, LAUNCH SCHEDULES, TV COVERAGE

    SHUTTLE LAUNCHINGS AND LANDINGS; SCHEDULES AND HOW TO SEE THEM

    Shuttle operations are discussed in the Usenet group sci.space.shuttle,
    and Ken Hollis (gandalf@pro-electric.cts.com) posts a compressed version
    of the shuttle manifest (launch dates and other information)
    periodically there. The manifest is also available from the Ames SPACE
    archive in SPACE/FAQ/manifest. The portion of his manifest formerly
    included in this FAQ has been removed; please refer to his posting or
    the archived copy. For the most up to date information on upcoming
    missions, call (407) 867-INFO (867-4636) at Kennedy Space Center.

    Official NASA shuttle status reports are posted to sci.space.news
    frequently.


    WHY DOES THE SHUTTLE ROLL JUST AFTER LIFTOFF?

    The following answer and translation are provided by Ken Jenks
    (kjenks@gothamcity.jsc.nasa.gov).

    The ""Ascent Guidance and Flight Control Training Manual,"" ASC G&C 2102,

	""During the vertical rise phase, the launch pad attitude is
	commanded until an I-loaded V(rel) sufficient to assure launch tower
	clearance is achieved. Then, the tilt maneuver (roll program)
	orients the vehicle to a heads down attitude required to generate a
	negative q-alpha, which in turn alleviates structural loading. Other
	advantages with this attitude are performance gain, decreased abort
	maneuver complexity, improved S-band look angles, and crew view of
	the horizon. The tilt maneuver is also required to start gaining
	downrange velocity to achieve the main engine cutoff (MECO) target
	in second stage.""

    This really is a good answer, but it's couched in NASA jargon. I'll try
    to interpret.

    1)	We wait until the Shuttle clears the tower before rolling.

    2)	Then, we roll the Shuttle around so that the angle of attack
	between the wind caused by passage through the atmosphere (the
	""relative wind"") and the chord of the wings (the imaginary line
	between the leading edge and the trailing edge) is a slightly
	negative angle (""a negative q-alpha"").	This causes a little bit of
	""downward"" force (toward the belly of the Orbiter, or the +Z
	direction) and this force ""alleviates structural loading.""
	We have to be careful about those wings -- they're about the
	most ""delicate"" part of the vehicle.

    3)	The new attitude (after the roll) also allows us to carry more
	mass to orbit, or to achieve a higher orbit with the same mass, or
	to change the orbit to a higher or lower inclination than would be
	the case if we didn't roll (""performance gain"").

    4)	The new attitude allows the crew to fly a less complicated
	flight path if they had to execute one of the more dangerous abort
	maneuvers, the Return To Launch Site (""decreased abort maneuver
	complexity"").

    5)	The new attitude improves the ability for ground-based radio
	antennae to have a good line-of-sight signal with the S-band radio
	antennae on the Orbiter (""improved S-band look angles"").

    6)	The new attitude allows the crew to see the horizon, which is a
	helpful (but not mandatory) part of piloting any flying machine.

    7)	The new attitude orients the Shuttle so that the body is
	more nearly parallel with the ground, and the nose to the east
	(usually).  This allows the thrust from the engines to add velocity
	in the correct direction to eventually achieve orbit.  Remember:
	velocity is a vector quantity made of both speed and direction.
	The Shuttle has to have a large horizontal component to its
	velocity and a very small vertical component to attain orbit.

    This all begs the question, ""Why isn't the launch pad oriented to give
    this nice attitude to begin with?  Why does the Shuttle need to roll to
    achieve that attitude?""  The answer is that the pads were leftovers
    from the Apollo days.  The Shuttle straddles two flame trenches -- one
    for the Solid Rocket Motor exhaust, one for the Space Shuttle Main
    Engine exhaust.  (You can see the effects of this on any daytime
    launch.  The SRM exhaust is dirty gray garbage, and the SSME exhaust is
    fluffy white steam.  Watch for the difference between the ""top""
    [Orbiter side] and the ""bottom"" [External Tank side] of the stack.) The
    access tower and other support and service structure are all oriented
    basically the same way they were for the Saturn V's.  (A side note: the
    Saturn V's also had a roll program.  Don't ask me why -- I'm a Shuttle
    guy.)

    I checked with a buddy in Ascent Dynamics.	He added that the ""roll
    maneuver"" is really a maneuver in all three axes: roll, pitch and yaw.
    The roll component of that maneuver is performed for the reasons
    stated.  The pitch component controls loading on the wings by keeping
    the angle of attack (q-alpha) within a tight tolerance.  The yaw
    component is used to determine the orbital inclination.  The total
    maneuver is really expressed as a ""quaternion,"" a grad-level-math
    concept for combining all three rotation matrices in one four-element
    array.


    HOW TO RECEIVE THE NASA TV CHANNEL, NASA SELECT

    NASA SELECT is broadcast by satellite. If you have access to a satellite
    dish, you can find SELECT on Satcom F2R, Transponder 13, C-Band, 72
    degrees West Longitude, Audio 6.8, Frequency 3960 MHz. F2R is stationed
    over the Atlantic, and is increasingly difficult to receive from
    California and points west. During events of special interest (e.g.
    shuttle missions), SELECT is sometimes broadcast on a second satellite
    for these viewers.

    If you can't get a satellite feed, some cable operators carry SELECT.
    It's worth asking if yours doesn't.

    The SELECT schedule is found in the NASA Headline News which is
    frequently posted to sci.space.news. Generally it carries press
    conferences, briefings by NASA officials, and live coverage of shuttle
    missions and planetary encounters. SELECT has recently begun carrying
    much more secondary material (associated with SPACELINK) when missions
    are not being covered.


    AMATEUR RADIO FREQUENCIES FOR SHUTTLE MISSIONS

    The following are believed to rebroadcast space shuttle mission audio:

	W6FXN  - Los Angeles
	K6MF   - Ames Research Center, Mountain View, California
	WA3NAN - Goddard Space Flight Center (GSFC), Greenbelt, Maryland.
	W5RRR  - Johnson Space Center (JSC), Houston, Texas
	W6VIO  - Jet Propulsion Laboratory (JPL), Pasadena, California.
	W1AW Voice Bulletins

	Station    VHF	   10m	   15m	   20m	  40m	 80m
	------	 ------  ------  ------  ------  -----	-----
	W6FXN	 145.46
	K6MF	 145.585			 7.165	3.840
	WA3NAN	 147.45  28.650  21.395  14.295  7.185	3.860
	W5RRR	 146.64  28.400  21.350  14.280  7.227	3.850
	W6VIO	 224.04		 21.340  14.270
	W6VIO	 224.04		 21.280  14.282  7.165	3.840
	W1AW		 28.590  21.390  14.290  7.290	3.990

    W5RRR transmits mission audio on 146.64, a special event station on the
    other frequencies supplying Keplerian Elements and mission information.

    W1AW also transmits on 147.555, 18.160. No mission audio but they
    transmit voice bulletins at 0245 and 0545 UTC.

    Frequencies in the 10-20m bands require USB and frequencies in the 40
    and 80m bands LSB. Use FM for the VHF frequencies.

    [This item was most recently updated courtesy of Gary Morris
    (g@telesoft.com, KK6YB, N5QWC)]


    SOLID ROCKET BOOSTER FUEL COMPOSITION

    Reference: ""Shuttle Flight Operations Manual"" Volume 8B - Solid Rocket
    Booster Systems, NASA Document JSC-12770

    Propellant Composition (percent)

    Ammonium perchlorate (oxidizer)			69.6
    Aluminum						16
    Iron Oxide (burn rate catalyst)			0.4
    Polybutadiene-acrilic acid-acrylonitrile (a rubber) 12.04
    Epoxy curing agent					1.96

    End reference

    Comment: The aluminum, rubber, and epoxy all burn with the oxidizer.",1,"archivename spaceschedule
lastmodified date   

space shuttle answers launch schedules tv coverage

    shuttle launchings and landings schedules and how to see them

    shuttle operations are discussed in the usenet group scispaceshuttle
    and ken hollis gandalfproelectricctscom posts a compressed version
    of the shuttle manifest launch dates and other information
    periodically there the manifest is also available from the ames space
    archive in spacefaqmanifest the portion of his manifest formerly
    included in this faq has been removed please refer to his posting or
    the archived copy for the most up to date information on upcoming
    missions call  info  at kennedy space center

    official nasa shuttle status reports are posted to scispacenews
    frequently


    why does the shuttle roll just after liftoff

    the following answer and translation are provided by ken jenks
    kjenksgothamcityjscnasagov

    the ascent guidance and flight control training manual asc gc 

	during the vertical rise phase the launch pad attitude is
	commanded until an iloaded vrel sufficient to assure launch tower
	clearance is achieved then the tilt maneuver roll program
	orients the vehicle to a heads down attitude required to generate a
	negative qalpha which in turn alleviates structural loading other
	advantages with this attitude are performance gain decreased abort
	maneuver complexity improved sband look angles and crew view of
	the horizon the tilt maneuver is also required to start gaining
	downrange velocity to achieve the main engine cutoff meco target
	in second stage

    this really is a good answer but its couched in nasa jargon ill try
    to interpret

    	we wait until the shuttle clears the tower before rolling

    	then we roll the shuttle around so that the angle of attack
	between the wind caused by passage through the atmosphere the
	relative wind and the chord of the wings the imaginary line
	between the leading edge and the trailing edge is a slightly
	negative angle a negative qalpha	this causes a little bit of
	downward force toward the belly of the orbiter or the z
	direction and this force alleviates structural loading
	we have to be careful about those wings  theyre about the
	most delicate part of the vehicle

    	the new attitude after the roll also allows us to carry more
	mass to orbit or to achieve a higher orbit with the same mass or
	to change the orbit to a higher or lower inclination than would be
	the case if we didnt roll performance gain

    	the new attitude allows the crew to fly a less complicated
	flight path if they had to execute one of the more dangerous abort
	maneuvers the return to launch site decreased abort maneuver
	complexity

    	the new attitude improves the ability for groundbased radio
	antennae to have a good lineofsight signal with the sband radio
	antennae on the orbiter improved sband look angles

    	the new attitude allows the crew to see the horizon which is a
	helpful but not mandatory part of piloting any flying machine

    	the new attitude orients the shuttle so that the body is
	more nearly parallel with the ground and the nose to the east
	usually  this allows the thrust from the engines to add velocity
	in the correct direction to eventually achieve orbit  remember
	velocity is a vector quantity made of both speed and direction
	the shuttle has to have a large horizontal component to its
	velocity and a very small vertical component to attain orbit

    this all begs the question why isnt the launch pad oriented to give
    this nice attitude to begin with  why does the shuttle need to roll to
    achieve that attitude  the answer is that the pads were leftovers
    from the apollo days  the shuttle straddles two flame trenches  one
    for the solid rocket motor exhaust one for the space shuttle main
    engine exhaust  you can see the effects of this on any daytime
    launch  the srm exhaust is dirty gray garbage and the ssme exhaust is
    fluffy white steam  watch for the difference between the top
    orbiter side and the bottom external tank side of the stack the
    access tower and other support and service structure are all oriented
    basically the same way they were for the saturn vs  a side note the
    saturn vs also had a roll program  dont ask me why  im a shuttle
    guy

    i checked with a buddy in ascent dynamics	he added that the roll
    maneuver is really a maneuver in all three axes roll pitch and yaw
    the roll component of that maneuver is performed for the reasons
    stated  the pitch component controls loading on the wings by keeping
    the angle of attack qalpha within a tight tolerance  the yaw
    component is used to determine the orbital inclination  the total
    maneuver is really expressed as a quaternion a gradlevelmath
    concept for combining all three rotation matrices in one fourelement
    array


    how to receive the nasa tv channel nasa select

    nasa select is broadcast by satellite if you have access to a satellite
    dish you can find select on satcom fr transponder  cband 
    degrees west longitude audio  frequency  mhz fr is stationed
    over the atlantic and is increasingly difficult to receive from
    california and points west during events of special interest eg
    shuttle missions select is sometimes broadcast on a second satellite
    for these viewers

    if you cant get a satellite feed some cable operators carry select
    its worth asking if yours doesnt

    the select schedule is found in the nasa headline news which is
    frequently posted to scispacenews generally it carries press
    conferences briefings by nasa officials and live coverage of shuttle
    missions and planetary encounters select has recently begun carrying
    much more secondary material associated with spacelink when missions
    are not being covered


    amateur radio frequencies for shuttle missions

    the following are believed to rebroadcast space shuttle mission audio

	wfxn   los angeles
	kmf    ames research center mountain view california
	wanan  goddard space flight center gsfc greenbelt maryland
	wrrr   johnson space center jsc houston texas
	wvio   jet propulsion laboratory jpl pasadena california
	waw voice bulletins

	station    vhf	   m	   m	   m	  m	 m
		         	
	wfxn	 
	kmf	 			 	
	wanan	         	
	wrrr	         	
	wvio	 		   
	wvio	 		     	
	waw		       	

    wrrr transmits mission audio on  a special event station on the
    other frequencies supplying keplerian elements and mission information

    waw also transmits on   no mission audio but they
    transmit voice bulletins at  and  utc

    frequencies in the m bands require usb and frequencies in the 
    and m bands lsb use fm for the vhf frequencies

    this item was most recently updated courtesy of gary morris
    gtelesoftcom kkyb nqwc


    solid rocket booster fuel composition

    reference shuttle flight operations manual volume b  solid rocket
    booster systems nasa document jsc

    propellant composition percent

    ammonium perchlorate oxidizer			
    aluminum						
    iron oxide burn rate catalyst			
    polybutadieneacrilic acidacrylonitrile a rubber 
    epoxy curing agent					

    end reference

    comment the aluminum rubber and epoxy all burn with the oxidizer",archivename spaceschedule lastmodified date space shuttle answer launch schedule tv coverage shuttle launching landing schedule see shuttle operation discussed usenet group scispaceshuttle ken hollis gandalfproelectricctscom post compressed version shuttle manifest launch date information periodically manifest also available ames space archive spacefaqmanifest portion manifest formerly included faq removed please refer posting archived copy date information upcoming mission call info kennedy space center official nasa shuttle status report posted scispacenews frequently shuttle roll liftoff following answer translation provided ken jenks kjenksgothamcityjscnasagov ascent guidance flight control training manual asc gc vertical rise phase launch pad attitude commanded iloaded vrel sufficient assure launch tower clearance achieved tilt maneuver roll program orient vehicle head attitude required generate negative qalpha turn alleviates structural loading advantage attitude performance gain decreased abort maneuver complexity improved sband look angle crew view horizon tilt maneuver also required start gaining downrange velocity achieve main engine cutoff meco target second stage really good answer couched nasa jargon ill try interpret wait shuttle clear tower rolling roll shuttle around angle attack wind caused passage atmosphere relative wind chord wing imaginary line leading edge trailing edge slightly negative angle negative qalpha cause little bit downward force toward belly orbiter z direction force alleviates structural loading careful wing theyre delicate part vehicle new attitude roll also allows u carry mass orbit achieve higher orbit mass change orbit higher lower inclination would case didnt roll performance gain new attitude allows crew fly less complicated flight path execute one dangerous abort maneuver return launch site decreased abort maneuver complexity new attitude improves ability groundbased radio antenna good lineofsight signal sband radio antenna orbiter improved sband look angle new attitude allows crew see horizon helpful mandatory part piloting flying machine new attitude orient shuttle body nearly parallel ground nose east usually allows thrust engine add velocity correct direction eventually achieve orbit remember velocity vector quantity made speed direction shuttle large horizontal component velocity small vertical component attain orbit begs question isnt launch pad oriented give nice attitude begin shuttle need roll achieve attitude answer pad leftover apollo day shuttle straddle two flame trench one solid rocket motor exhaust one space shuttle main engine exhaust see effect daytime launch srm exhaust dirty gray garbage ssme exhaust fluffy white steam watch difference top orbiter side bottom external tank side stack access tower support service structure oriented basically way saturn v side note saturn v also roll program dont ask im shuttle guy checked buddy ascent dynamic added roll maneuver really maneuver three ax roll pitch yaw roll component maneuver performed reason stated pitch component control loading wing keeping angle attack qalpha within tight tolerance yaw component used determine orbital inclination total maneuver really expressed quaternion gradlevelmath concept combining three rotation matrix one fourelement array receive nasa tv channel nasa select nasa select broadcast satellite access satellite dish find select satcom fr transponder cband degree west longitude audio frequency mhz fr stationed atlantic increasingly difficult receive california point west event special interest eg shuttle mission select sometimes broadcast second satellite viewer cant get satellite feed cable operator carry select worth asking doesnt select schedule found nasa headline news frequently posted scispacenews generally carry press conference briefing nasa official live coverage shuttle mission planetary encounter select recently begun carrying much secondary material associated spacelink mission covered amateur radio frequency shuttle mission following believed rebroadcast space shuttle mission audio wfxn los angeles kmf ames research center mountain view california wanan goddard space flight center gsfc greenbelt maryland wrrr johnson space center jsc houston texas wvio jet propulsion laboratory jpl pasadena california waw voice bulletin station vhf wfxn kmf wanan wrrr wvio wvio waw wrrr transmits mission audio special event station frequency supplying keplerian element mission information waw also transmits mission audio transmit voice bulletin utc frequency band require usb frequency band lsb use fm vhf frequency item recently updated courtesy gary morris gtelesoftcom kkyb nqwc solid rocket booster fuel composition reference shuttle flight operation manual volume b solid rocket booster system nasa document jsc propellant composition percent ammonium perchlorate oxidizer aluminum iron oxide burn rate catalyst polybutadieneacrilic acidacrylonitrile rubber epoxy curing agent end reference comment aluminum rubber epoxy burn oxidizer,1
